7830.txt,P6,GER,high
8381.txt,P7,GER,high
4405.txt,P4,GER,medium
6429.txt,P5,GER,high
9697.txt,P8,GER,high
3097.txt,P2,GER,high
104.txt,P3,GER,medium
1078.txt,P1,GER,medium
7311.txt,P6,GER,high
8112.txt,P7,GER,medium
5541.txt,P4,GER,high
6531.txt,P5,GER,high
9925.txt,P8,GER,high
2268.txt,P2,GER,high
3328.txt,P3,GER,medium
873.txt,P1,GER,high
7748.txt,P6,GER,high
8640.txt,P7,GER,high
4951.txt,P4,GER,high
6371.txt,P5,GER,high
10430.txt,P8,GER,high
1991.txt,P2,GER,medium
3198.txt,P3,GER,high
403.txt,P1,GER,medium
8560.txt,P7,GER,medium
4702.txt,P4,GER,high
5951.txt,P5,GER,medium
10526.txt,P8,GER,high
2090.txt,P2,GER,medium
130.txt,P3,GER,medium
444.txt,P1,GER,high
8312.txt,P7,GER,high
5194.txt,P4,GER,high
6171.txt,P5,GER,medium
10765.txt,P8,GER,high
2331.txt,P2,GER,high
124.txt,P3,GER,high
1104.txt,P1,GER,high
8293.txt,P7,GER,high
5458.txt,P4,GER,medium
6174.txt,P5,GER,medium
9576.txt,P8,GER,high
3115.txt,P2,GER,high
3488.txt,P3,GER,high
701.txt,P1,GER,medium
9171.txt,P7,GER,high
4441.txt,P4,GER,high
6220.txt,P5,GER,medium
9958.txt,P8,GER,high
2616.txt,P2,GER,medium
136.txt,P3,GER,medium
859.txt,P1,GER,high
8553.txt,P7,GER,high
4636.txt,P4,GER,medium
6936.txt,P5,GER,high
9965.txt,P8,GER,high
2166.txt,P2,GER,medium
3607.txt,P3,GER,medium
656.txt,P1,GER,medium
253.txt,P7,GER,medium
4658.txt,P4,GER,high
6833.txt,P5,GER,high
10100.txt,P8,GER,low
2433.txt,P2,GER,medium
3853.txt,P3,GER,low
803.txt,P1,GER,high
8505.txt,P7,GER,high
4763.txt,P4,GER,high
6163.txt,P5,GER,high
9610.txt,P8,GER,high
2722.txt,P2,GER,high
4287.txt,P3,GER,medium
515.txt,P1,GER,high
8605.txt,P7,GER,high
5255.txt,P4,GER,medium
5992.txt,P5,GER,high
9844.txt,P8,GER,high
2306.txt,P2,GER,high
4111.txt,P3,GER,medium
1282.txt,P1,GER,high
260.txt,P7,GER,high
4921.txt,P4,GER,medium
6929.txt,P5,GER,high
10495.txt,P8,GER,high
2535.txt,P2,GER,high
3948.txt,P3,GER,medium
796.txt,P1,GER,high
8033.txt,P7,GER,high
4407.txt,P4,GER,medium
6173.txt,P5,GER,high
10553.txt,P8,GER,high
88.txt,P2,GER,medium
4364.txt,P3,GER,medium
688.txt,P1,GER,medium
9491.txt,P7,GER,medium
4696.txt,P4,GER,high
6831.txt,P5,GER,high
10368.txt,P8,GER,high
2045.txt,P2,GER,high
3256.txt,P3,GER,medium
879.txt,P1,GER,medium
8472.txt,P7,GER,high
5263.txt,P4,GER,high
6385.txt,P5,GER,high
10212.txt,P8,GER,medium
2223.txt,P2,GER,high
3506.txt,P3,GER,medium
945.txt,P1,GER,high
8363.txt,P7,GER,medium
5256.txt,P4,GER,high
6329.txt,P5,GER,high
9754.txt,P8,GER,high
2713.txt,P2,GER,high
3604.txt,P3,GER,low
583.txt,P1,GER,high
9005.txt,P7,GER,high
5392.txt,P4,GER,high
5807.txt,P5,GER,high
10464.txt,P8,GER,high
2201.txt,P2,GER,medium
3464.txt,P3,GER,high
976.txt,P1,GER,medium
8275.txt,P7,GER,medium
5575.txt,P4,GER,high
6672.txt,P5,GER,high
9836.txt,P8,GER,high
2585.txt,P2,GER,medium
3697.txt,P3,GER,medium
1162.txt,P1,GER,medium
8513.txt,P7,GER,high
4996.txt,P4,GER,medium
6249.txt,P5,GER,high
326.txt,P8,GER,medium
2203.txt,P2,GER,medium
4291.txt,P3,GER,high
1761.txt,P1,GER,medium
8236.txt,P7,GER,high
4783.txt,P4,GER,high
5897.txt,P5,GER,medium
10458.txt,P8,GER,high
2193.txt,P2,GER,high
3355.txt,P3,GER,medium
1332.txt,P1,GER,high
8188.txt,P7,GER,high
5528.txt,P4,GER,medium
5898.txt,P5,GER,high
9734.txt,P8,GER,high
2451.txt,P2,GER,high
3211.txt,P3,GER,medium
1086.txt,P1,GER,high
8552.txt,P7,GER,high
5019.txt,P4,GER,high
6369.txt,P5,GER,medium
9986.txt,P8,GER,medium
3109.txt,P2,GER,medium
4110.txt,P3,GER,medium
1157.txt,P1,GER,medium
8467.txt,P7,GER,high
4922.txt,P4,GER,low
6024.txt,P5,GER,high
10687.txt,P8,GER,medium
2311.txt,P2,GER,medium
4124.txt,P3,GER,medium
601.txt,P1,GER,medium
9400.txt,P7,GER,high
5505.txt,P4,GER,high
7029.txt,P5,GER,high
10369.txt,P8,GER,medium
3140.txt,P2,GER,high
4253.txt,P3,GER,high
438.txt,P1,GER,high
8189.txt,P7,GER,high
5660.txt,P4,GER,high
6770.txt,P5,GER,high
10061.txt,P8,GER,medium
2796.txt,P2,GER,medium
3729.txt,P3,GER,medium
1430.txt,P1,GER,medium
9243.txt,P7,GER,high
4886.txt,P4,GER,high
6334.txt,P5,GER,high
9742.txt,P8,GER,medium
2708.txt,P2,GER,high
3743.txt,P3,GER,high
521.txt,P1,GER,high
9366.txt,P7,GER,medium
4666.txt,P4,GER,high
5859.txt,P5,GER,high
10424.txt,P8,GER,high
3108.txt,P2,GER,medium
3626.txt,P3,GER,high
391.txt,P1,GER,high
8747.txt,P7,GER,high
4732.txt,P4,GER,high
6435.txt,P5,GER,high
10345.txt,P8,GER,high
3119.txt,P2,GER,high
3299.txt,P3,GER,high
468.txt,P1,GER,medium
8464.txt,P7,GER,high
4948.txt,P4,GER,medium
6076.txt,P5,GER,high
10356.txt,P8,GER,high
2384.txt,P2,GER,high
3233.txt,P3,GER,medium
1750.txt,P1,GER,medium
263.txt,P7,GER,high
4710.txt,P4,GER,high
6059.txt,P5,GER,high
10073.txt,P8,GER,medium
3036.txt,P2,GER,high
128.txt,P3,GER,medium
703.txt,P1,GER,high
8988.txt,P7,GER,high
5481.txt,P4,GER,high
6019.txt,P5,GER,medium
10120.txt,P8,GER,high
1972.txt,P2,GER,medium
3666.txt,P3,GER,high
1437.txt,P1,GER,medium
8268.txt,P7,GER,medium
5533.txt,P4,GER,high
7064.txt,P5,GER,medium
10291.txt,P8,GER,high
86.txt,P2,GER,high
4120.txt,P3,GER,medium
567.txt,P1,GER,high
8398.txt,P7,GER,medium
4868.txt,P4,GER,high
7065.txt,P5,GER,medium
10031.txt,P8,GER,high
100.txt,P2,GER,high
3223.txt,P3,GER,high
41.txt,P1,GER,medium
8092.txt,P7,GER,high
4646.txt,P4,GER,medium
6666.txt,P5,GER,high
9628.txt,P8,GER,medium
2802.txt,P2,GER,high
4069.txt,P3,GER,medium
494.txt,P1,GER,high
8458.txt,P7,GER,medium
4938.txt,P4,GER,high
5902.txt,P5,GER,medium
10054.txt,P8,GER,medium
2434.txt,P2,GER,medium
108.txt,P3,GER,medium
1309.txt,P1,GER,medium
8137.txt,P7,GER,medium
4877.txt,P4,GER,medium
6026.txt,P5,GER,high
10056.txt,P8,GER,medium
2404.txt,P2,GER,high
3226.txt,P3,GER,medium
1042.txt,P1,GER,high
8290.txt,P7,GER,high
5353.txt,P4,GER,high
6952.txt,P5,GER,medium
10365.txt,P8,GER,high
1921.txt,P2,GER,medium
3508.txt,P3,GER,high
1738.txt,P1,GER,high
8965.txt,P7,GER,medium
5661.txt,P4,GER,medium
7058.txt,P5,GER,high
9601.txt,P8,GER,medium
3141.txt,P2,GER,high
3799.txt,P3,GER,medium
32.txt,P1,GER,medium
8324.txt,P7,GER,medium
5525.txt,P4,GER,high
5814.txt,P5,GER,high
9988.txt,P8,GER,medium
2071.txt,P2,GER,medium
3234.txt,P3,GER,high
652.txt,P1,GER,high
8400.txt,P7,GER,high
4479.txt,P4,GER,medium
6759.txt,P5,GER,medium
9806.txt,P8,GER,medium
2055.txt,P2,GER,high
3549.txt,P3,GER,high
26.txt,P1,GER,medium
8211.txt,P7,GER,high
4774.txt,P4,GER,high
6382.txt,P5,GER,high
10819.txt,P8,GER,high
2607.txt,P2,GER,high
3608.txt,P3,GER,medium
1159.txt,P1,GER,medium
8498.txt,P7,GER,high
4449.txt,P4,GER,high
6601.txt,P5,GER,medium
10136.txt,P8,GER,high
2592.txt,P2,GER,medium
3219.txt,P3,GER,medium
547.txt,P1,GER,high
9364.txt,P7,GER,medium
5527.txt,P4,GER,medium
5865.txt,P5,GER,high
10335.txt,P8,GER,medium
2302.txt,P2,GER,high
3767.txt,P3,GER,high
1012.txt,P1,GER,medium
8334.txt,P7,GER,medium
4939.txt,P4,GER,high
6012.txt,P5,GER,medium
9786.txt,P8,GER,medium
2941.txt,P2,GER,medium
3235.txt,P3,GER,medium
1745.txt,P1,GER,high
8202.txt,P7,GER,high
5698.txt,P4,GER,medium
6320.txt,P5,GER,medium
9579.txt,P8,GER,high
3017.txt,P2,GER,high
3566.txt,P3,GER,high
390.txt,P1,GER,medium
8330.txt,P7,GER,high
5003.txt,P4,GER,high
7079.txt,P5,GER,medium
10091.txt,P8,GER,high
3031.txt,P2,GER,high
114.txt,P3,GER,medium
1331.txt,P1,GER,medium
8625.txt,P7,GER,high
5515.txt,P4,GER,high
7030.txt,P5,GER,high
10168.txt,P8,GER,high
2461.txt,P2,GER,high
3712.txt,P3,GER,medium
541.txt,P1,GER,medium
8456.txt,P7,GER,high
4467.txt,P4,GER,medium
7135.txt,P5,GER,high
10094.txt,P8,GER,medium
2372.txt,P2,GER,high
3669.txt,P3,GER,medium
1743.txt,P1,GER,high
8110.txt,P7,GER,medium
4884.txt,P4,GER,high
6826.txt,P5,GER,high
10605.txt,P8,GER,medium
1995.txt,P2,GER,high
3847.txt,P3,GER,high
560.txt,P1,GER,high
8584.txt,P7,GER,high
5309.txt,P4,GER,high
6276.txt,P5,GER,high
10197.txt,P8,GER,low
3019.txt,P2,GER,high
3390.txt,P3,GER,medium
393.txt,P1,GER,medium
8331.txt,P7,GER,medium
5068.txt,P4,GER,high
6985.txt,P5,GER,high
9653.txt,P8,GER,high
2351.txt,P2,GER,high
3555.txt,P3,GER,medium
348.txt,P1,GER,high
8559.txt,P7,GER,high
4748.txt,P4,GER,medium
5875.txt,P5,GER,medium
10711.txt,P8,GER,high
2390.txt,P2,GER,high
3291.txt,P3,GER,high
922.txt,P1,GER,high
8478.txt,P7,GER,high
4651.txt,P4,GER,medium
5797.txt,P5,GER,high
9833.txt,P8,GER,high
2977.txt,P2,GER,high
4149.txt,P3,GER,high
1070.txt,P1,GER,high
8465.txt,P7,GER,medium
4640.txt,P4,GER,high
7081.txt,P5,GER,medium
9934.txt,P8,GER,high
2966.txt,P2,GER,high
3704.txt,P3,GER,high
1423.txt,P1,GER,high
8554.txt,P7,GER,high
5662.txt,P4,GER,medium
6569.txt,P5,GER,medium
9549.txt,P8,GER,high
2996.txt,P2,GER,high
3751.txt,P3,GER,medium
750.txt,P1,GER,high
8196.txt,P7,GER,high
4875.txt,P4,GER,medium
6131.txt,P5,GER,high
9642.txt,P8,GER,high
2732.txt,P2,GER,medium
3200.txt,P3,GER,high
1149.txt,P1,GER,medium
8399.txt,P7,GER,medium
4846.txt,P4,GER,medium
6071.txt,P5,GER,medium
10685.txt,P8,GER,high
2074.txt,P2,GER,high
106.txt,P3,GER,medium
826.txt,P1,GER,medium
8434.txt,P7,GER,medium
4773.txt,P4,GER,medium
5939.txt,P5,GER,high
10929.txt,P8,GER,low
2218.txt,P2,GER,medium
4040.txt,P3,GER,medium
1746.txt,P1,GER,medium
8329.txt,P7,GER,medium
4517.txt,P4,GER,high
6982.txt,P5,GER,high
10622.txt,P8,GER,high
2399.txt,P2,GER,high
3489.txt,P3,GER,high
718.txt,P1,GER,medium
8419.txt,P7,GER,high
5647.txt,P4,GER,high
6068.txt,P5,GER,medium
9978.txt,P8,GER,high
2933.txt,P2,GER,medium
4294.txt,P3,GER,high
503.txt,P1,GER,high
8270.txt,P7,GER,high
4566.txt,P4,GER,medium
7074.txt,P5,GER,high
9774.txt,P8,GER,medium
2437.txt,P2,GER,medium
3306.txt,P3,GER,medium
823.txt,P1,GER,medium
8316.txt,P7,GER,high
5500.txt,P4,GER,high
6116.txt,P5,GER,medium
10725.txt,P8,GER,high
3144.txt,P2,GER,high
3671.txt,P3,GER,medium
514.txt,P1,GER,high
8535.txt,P7,GER,high
4695.txt,P4,GER,high
6801.txt,P5,GER,high
9741.txt,P8,GER,high
2060.txt,P2,GER,high
3572.txt,P3,GER,medium
1167.txt,P1,GER,high
9456.txt,P7,GER,medium
4735.txt,P4,GER,medium
5952.txt,P5,GER,medium
9874.txt,P8,GER,high
2762.txt,P2,GER,medium
123.txt,P3,GER,medium
404.txt,P1,GER,high
8664.txt,P7,GER,high
5595.txt,P4,GER,high
5819.txt,P5,GER,high
10256.txt,P8,GER,high
2323.txt,P2,GER,medium
3295.txt,P3,GER,high
867.txt,P1,GER,high
9361.txt,P7,GER,high
5658.txt,P4,GER,high
6191.txt,P5,GER,medium
10494.txt,P8,GER,high
3138.txt,P2,GER,high
3504.txt,P3,GER,medium
800.txt,P1,GER,high
8258.txt,P7,GER,high
4596.txt,P4,GER,medium
6506.txt,P5,GER,medium
10916.txt,P8,GER,high
3071.txt,P2,GER,medium
3603.txt,P3,GER,high
504.txt,P1,GER,high
8059.txt,P7,GER,medium
4652.txt,P4,GER,high
6332.txt,P5,GER,medium
10907.txt,P8,GER,medium
2460.txt,P2,GER,high
3371.txt,P3,GER,low
478.txt,P1,GER,high
8234.txt,P7,GER,medium
4997.txt,P4,GER,medium
6436.txt,P5,GER,high
10582.txt,P8,GER,medium
2938.txt,P2,GER,high
3494.txt,P3,GER,high
753.txt,P1,GER,high
8336.txt,P7,GER,high
5664.txt,P4,GER,high
6285.txt,P5,GER,high
9875.txt,P8,GER,medium
3172.txt,P2,GER,high
4054.txt,P3,GER,medium
711.txt,P1,GER,high
8497.txt,P7,GER,medium
4892.txt,P4,GER,high
6673.txt,P5,GER,medium
9787.txt,P8,GER,high
2229.txt,P2,GER,high
3967.txt,P3,GER,high
1653.txt,P1,GER,high
8133.txt,P7,GER,high
5237.txt,P4,GER,medium
6020.txt,P5,GER,high
10973.txt,P8,GER,medium
3028.txt,P2,GER,high
3789.txt,P3,GER,high
1207.txt,P1,GER,high
8103.txt,P7,GER,medium
5056.txt,P4,GER,medium
5739.txt,P5,GER,medium
9763.txt,P8,GER,high
2179.txt,P2,GER,high
3904.txt,P3,GER,high
1771.txt,P1,GER,medium
8052.txt,P7,GER,high
5190.txt,P4,GER,high
7033.txt,P5,GER,high
10064.txt,P8,GER,high
2630.txt,P2,GER,medium
3790.txt,P3,GER,medium
1133.txt,P1,GER,high
9398.txt,P7,GER,high
4404.txt,P4,GER,medium
6517.txt,P5,GER,high
9574.txt,P8,GER,high
2618.txt,P2,GER,high
4355.txt,P3,GER,high
1044.txt,P1,GER,low
9006.txt,P7,GER,high
4389.txt,P4,GER,high
6935.txt,P5,GER,high
10546.txt,P8,GER,medium
2457.txt,P2,GER,high
3207.txt,P3,GER,high
58.txt,P1,GER,medium
8602.txt,P7,GER,high
5364.txt,P4,GER,medium
5796.txt,P5,GER,medium
10624.txt,P8,GER,medium
2152.txt,P2,GER,high
3456.txt,P3,GER,medium
880.txt,P1,GER,medium
8269.txt,P7,GER,high
5258.txt,P4,GER,high
5788.txt,P5,GER,medium
10004.txt,P8,GER,medium
2057.txt,P2,GER,high
3351.txt,P3,GER,high
461.txt,P1,GER,high
8493.txt,P7,GER,medium
5440.txt,P4,GER,high
5830.txt,P5,GER,high
9609.txt,P8,GER,high
2856.txt,P2,GER,medium
3788.txt,P3,GER,medium
582.txt,P1,GER,medium
8373.txt,P7,GER,high
4786.txt,P4,GER,high
6431.txt,P5,GER,high
10170.txt,P8,GER,high
3025.txt,P2,GER,high
3252.txt,P3,GER,high
416.txt,P1,GER,medium
8741.txt,P7,GER,high
4847.txt,P4,GER,medium
6696.txt,P5,GER,medium
10868.txt,P8,GER,high
2048.txt,P2,GER,high
3749.txt,P3,GER,high
469.txt,P1,GER,high
9363.txt,P7,GER,medium
4525.txt,P4,GER,medium
6848.txt,P5,GER,high
10105.txt,P8,GER,high
2195.txt,P2,GER,medium
3691.txt,P3,GER,medium
13.txt,P1,GER,high
8138.txt,P7,GER,medium
4802.txt,P4,GER,medium
6122.txt,P5,GER,high
9858.txt,P8,GER,high
2795.txt,P2,GER,high
3664.txt,P3,GER,medium
775.txt,P1,GER,medium
8179.txt,P7,GER,high
4957.txt,P4,GER,high
6073.txt,P5,GER,high
9743.txt,P8,GER,medium
2668.txt,P2,GER,high
3202.txt,P3,GER,high
937.txt,P1,GER,high
8985.txt,P7,GER,medium
4903.txt,P4,GER,medium
5729.txt,P5,GER,medium
10367.txt,P8,GER,high
2790.txt,P2,GER,high
4302.txt,P3,GER,high
555.txt,P1,GER,medium
8231.txt,P7,GER,medium
4874.txt,P4,GER,high
5816.txt,P5,GER,high
9627.txt,P8,GER,medium
2061.txt,P2,GER,medium
3258.txt,P3,GER,high
1152.txt,P1,GER,high
8672.txt,P7,GER,high
5540.txt,P4,GER,high
6527.txt,P5,GER,high
9713.txt,P8,GER,medium
2165.txt,P2,GER,high
3492.txt,P3,GER,high
588.txt,P1,GER,high
8463.txt,P7,GER,medium
4578.txt,P4,GER,medium
6945.txt,P5,GER,high
10211.txt,P8,GER,medium
2798.txt,P2,GER,medium
3542.txt,P3,GER,high
23.txt,P1,GER,medium
8439.txt,P7,GER,high
5352.txt,P4,GER,high
6852.txt,P5,GER,high
9654.txt,P8,GER,high
2310.txt,P2,GER,high
3752.txt,P3,GER,medium
1734.txt,P1,GER,medium
8925.txt,P7,GER,medium
4829.txt,P4,GER,medium
6324.txt,P5,GER,high
10908.txt,P8,GER,high
3123.txt,P2,GER,medium
3880.txt,P3,GER,medium
349.txt,P1,GER,high
8474.txt,P7,GER,medium
5257.txt,P4,GER,high
5995.txt,P5,GER,high
10784.txt,P8,GER,medium
2595.txt,P2,GER,medium
3358.txt,P3,GER,high
827.txt,P1,GER,high
8069.txt,P7,GER,high
4639.txt,P4,GER,high
7068.txt,P5,GER,high
10555.txt,P8,GER,medium
2397.txt,P2,GER,medium
4066.txt,P3,GER,high
938.txt,P1,GER,medium
8178.txt,P7,GER,high
4955.txt,P4,GER,medium
7057.txt,P5,GER,high
10667.txt,P8,GER,high
2361.txt,P2,GER,high
3611.txt,P3,GER,high
523.txt,P1,GER,medium
8250.txt,P7,GER,medium
4444.txt,P4,GER,high
5740.txt,P5,GER,high
10157.txt,P8,GER,medium
3069.txt,P2,GER,high
3569.txt,P3,GER,medium
1434.txt,P1,GER,high
8292.txt,P7,GER,high
5569.txt,P4,GER,high
6536.txt,P5,GER,high
9705.txt,P8,GER,medium
2969.txt,P2,GER,high
3335.txt,P3,GER,high
14.txt,P1,GER,high
8074.txt,P7,GER,high
4461.txt,P4,GER,high
5760.txt,P5,GER,high
9837.txt,P8,GER,medium
2062.txt,P2,GER,medium
3308.txt,P3,GER,high
12.txt,P1,GER,high
8924.txt,P7,GER,high
5583.txt,P4,GER,medium
6396.txt,P5,GER,high
10361.txt,P8,GER,high
2721.txt,P2,GER,high
3217.txt,P3,GER,medium
626.txt,P1,GER,high
8273.txt,P7,GER,high
4751.txt,P4,GER,high
7078.txt,P5,GER,medium
9919.txt,P8,GER,medium
2569.txt,P2,GER,medium
3798.txt,P3,GER,medium
1740.txt,P1,GER,medium
8278.txt,P7,GER,high
4756.txt,P4,GER,high
6714.txt,P5,GER,medium
10325.txt,P8,GER,high
2742.txt,P2,GER,medium
4121.txt,P3,GER,high
798.txt,P1,GER,high
8428.txt,P7,GER,medium
5203.txt,P4,GER,high
6557.txt,P5,GER,high
10140.txt,P8,GER,high
2681.txt,P2,GER,high
3393.txt,P3,GER,high
650.txt,P1,GER,medium
8313.txt,P7,GER,high
4982.txt,P4,GER,medium
7004.txt,P5,GER,high
10141.txt,P8,GER,medium
2092.txt,P2,GER,high
3545.txt,P3,GER,medium
405.txt,P1,GER,low
8244.txt,P7,GER,high
5241.txt,P4,GER,medium
5736.txt,P5,GER,medium
2167.txt,P2,TEL,low
3941.txt,P3,TEL,high
891.txt,P1,TEL,medium
7653.txt,P6,TEL,medium
8953.txt,P7,TEL,medium
5497.txt,P4,TEL,medium
6579.txt,P5,TEL,high
9832.txt,P8,TEL,high
2501.txt,P2,TEL,medium
3684.txt,P3,TEL,medium
509.txt,P1,TEL,high
7422.txt,P6,TEL,medium
8900.txt,P7,TEL,medium
4711.txt,P4,TEL,high
5742.txt,P5,TEL,high
10349.txt,P8,TEL,medium
2634.txt,P2,TEL,high
3759.txt,P3,TEL,medium
824.txt,P1,TEL,high
7726.txt,P6,TEL,medium
9346.txt,P7,TEL,medium
4895.txt,P4,TEL,medium
6407.txt,P5,TEL,medium
10703.txt,P8,TEL,medium
2884.txt,P2,TEL,high
3838.txt,P3,TEL,low
997.txt,P1,TEL,high
7287.txt,P6,TEL,medium
8636.txt,P7,TEL,medium
5557.txt,P4,TEL,high
6768.txt,P5,TEL,high
10456.txt,P8,TEL,medium
2517.txt,P2,TEL,medium
3721.txt,P3,TEL,high
384.txt,P1,TEL,high
7776.txt,P6,TEL,medium
8989.txt,P7,TEL,medium
4490.txt,P4,TEL,low
166.txt,P5,TEL,high
9589.txt,P8,TEL,medium
2171.txt,P2,TEL,high
4049.txt,P3,TEL,high
1304.txt,P1,TEL,medium
7828.txt,P6,TEL,medium
8810.txt,P7,TEL,high
4725.txt,P4,TEL,medium
6311.txt,P5,TEL,medium
10387.txt,P8,TEL,high
2414.txt,P2,TEL,medium
4029.txt,P3,TEL,medium
939.txt,P1,TEL,low
7629.txt,P6,TEL,high
8385.txt,P7,TEL,medium
5516.txt,P4,TEL,medium
7011.txt,P5,TEL,medium
10148.txt,P8,TEL,high
2208.txt,P2,TEL,medium
3867.txt,P3,TEL,medium
1175.txt,P1,TEL,medium
7643.txt,P6,TEL,high
9327.txt,P7,TEL,high
4480.txt,P4,TEL,medium
6381.txt,P5,TEL,medium
10981.txt,P8,TEL,low
2139.txt,P2,TEL,medium
4037.txt,P3,TEL,medium
1702.txt,P1,TEL,high
7752.txt,P6,TEL,high
9011.txt,P7,TEL,medium
4989.txt,P4,TEL,medium
6313.txt,P5,TEL,medium
10659.txt,P8,TEL,medium
3011.txt,P2,TEL,high
4130.txt,P3,TEL,medium
693.txt,P1,TEL,medium
